Grid Size ,32
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,10,8,80.578887939,80.578918457,0,-443.184005737,-604.341583251,0
0,1,11,8,80.578918457,80.578918457,0,-362.605102539,-604.341644288,0
0,1,11,9,80.578918457,80.578918457,0,-362.605102539,-523.76272583,0
0,1,11,10,80.578918457,80.578918457,0,-362.605102539,-443.183807373,0
0,1,10,10,80.578887939,80.578918457,0,-443.184005737,-443.183776855,0
0,0,11,9,80.578918457,80.578918457,0,-362.605102539,-523.76272583,0
0,1,10,10,80.578887939,80.578918457,0,-443.184005737,-443.183776855,0
0,1,10,9,80.578887939,80.578887939,0,-443.184005737,-523.762680053,0
0,1,10,8,80.578887939,80.578918457,0,-443.184005737,-604.341583251,0
0,1,11,8,80.578918457,80.578918457,0,-362.605102539,-604.341644288,0
0,1,12,8,80.578918457,80.578857422,0,-282.026184082,-604.341674805,0
0,1,12,9,80.578918457,80.578948975,0,-282.026184082,-523.762771606,0
0,1,12,10,80.578918457,80.578887939,0,-282.026184082,-443.18385315,0
0,1,11,10,80.578918457,80.578918457,0,-362.605102539,-443.183807373,0
0,0,12,9,80.578918457,80.578948975,0,-282.026184082,-523.762771606,0
0,1,11,10,80.578918457,80.578918457,0,-362.605102539,-443.183807373,0
0,1,11,9,80.578918457,80.578918457,0,-362.605102539,-523.76272583,0
0,1,11,8,80.578918457,80.578918457,0,-362.605102539,-604.341644288,0
0,1,12,8,80.578918457,80.578857422,0,-282.026184082,-604.341674805,0
0,1,13,8,80.578903199,80.578857422,0,-201.447273255,-604.341674805,0
0,1,13,9,80.578903199,80.578948975,0,-201.447273255,-523.762771606,0
0,1,13,10,80.578903199,80.578887939,0,-201.447273255,-443.18385315,0
0,1,12,10,80.578918457,80.578887939,0,-282.026184082,-443.18385315,0
0,0,13,9,80.578903199,80.578948975,0,-201.447273255,-523.762771606,0
0,1,12,10,80.578918457,80.578887939,0,-282.026184082,-443.18385315,0
0,1,12,9,80.578918457,80.578948975,0,-282.026184082,-523.762771606,0
0,1,12,8,80.578918457,80.578857422,0,-282.026184082,-604.341674805,0
0,1,13,8,80.578903199,80.578857422,0,-201.447273255,-604.341674805,0
0,1,14,8,80.5788879392,80.578857422,0,-120.868377685,-604.341674805,0
0,1,14,9,80.578903198,80.578948975,0,-120.868370056,-523.762771606,0
0,1,14,10,80.5789108274,80.578887939,0,-120.868366241,-443.18385315,0
0,1,13,10,80.578903199,80.578887939,0,-201.447273255,-443.18385315,0
0,0,14,9,80.578903198,80.578948975,0,-120.868370056,-523.762771606,0
0,1,13,10,80.578903199,80.578887939,0,-201.447273255,-443.18385315,0
0,1,13,9,80.578903199,80.578948975,0,-201.447273255,-523.762771606,0
0,1,13,8,80.578903199,80.578857422,0,-201.447273255,-604.341674805,0
0,1,14,8,80.5788879392,80.578857422,0,-120.868377685,-604.341674805,0
0,1,15,8,80.5789334207,80.578857422,0,-40.2894670054,-604.341674805,0
0,1,15,9,80.5789182603,80.578948975,0,-40.2894593269,-523.762771606,0
0,1,15,10,80.5789106687,80.578887939,0,-40.2894554932,-443.18385315,0
0,1,14,10,80.5789108274,80.578887939,0,-120.868366241,-443.18385315,0
0,0,15,9,80.5789182603,80.578948975,0,-40.2894593269,-523.762771606,0
0,1,14,10,80.5789108274,80.578887939,0,-120.868366241,-443.18385315,0
0,1,14,9,80.578903198,80.578948975,0,-120.868370056,-523.762771606,0
0,1,14,8,80.5788879392,80.578857422,0,-120.868377685,-604.341674805,0
0,1,15,8,80.5789334207,80.578857422,0,-40.2894670054,-604.341674805,0
0,1,16,8,80.5788806052,80.578857422,0,40.2894400075,-604.341674805,0
0,1,16,9,80.5788881362,80.578948975,0,40.2894438714,-523.762771606,0
0,1,16,10,80.5788957277,80.578887939,0,40.289447705,-443.18385315,0
0,1,15,10,80.5789106687,80.578887939,0,-40.2894554932,-443.18385315,0
0,0,16,9,80.5788881362,80.578948975,0,40.2894438714,-523.762771606,0
0,1,15,10,80.5789106687,80.578887939,0,-40.2894554932,-443.18385315,0
0,1,15,9,80.5789182603,80.578948975,0,-40.2894593269,-523.762771606,0
0,1,15,8,80.5789334207,80.578857422,0,-40.2894670054,-604.341674805,0
0,1,16,8,80.5788806052,80.578857422,0,40.2894400075,-604.341674805,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,16,10,80.5788957277,80.578887939,0,40.289447705,-443.18385315,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,26,9,80.578918457,80.578918457,0,846.078460693,-523.7628479,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,27,8,80.578918457,80.578918457,0,926.65737915,-604.341766357,0
0,1,27,9,80.578918457,80.578918457,0,926.65737915,-523.7628479,0
0,1,27,10,80.578918457,80.578918457,0,926.65737915,-443.183929444,0
0,1,26,10,80.578918457,80.578918457,0,846.078460693,-443.183929444,0
0,0,27,9,80.578918457,80.578918457,0,926.65737915,-523.7628479,0
0,1,26,10,80.578918457,80.578918457,0,846.078460693,-443.183929444,0
0,1,26,9,80.578918457,80.578918457,0,846.078460693,-523.7628479,0
1,1,0,0,0,0,0,0,0,0
0,1,27,8,80.578918457,80.578918457,0,926.65737915,-604.341766357,0
0,1,28,8,80.578918461,80.578918457,0,1007.23629761,-604.341766357,0
0,1,28,9,80.578918461,80.578918457,0,1007.23629761,-523.7628479,0
0,1,28,10,80.578918461,80.578918457,0,1007.23629761,-443.183929444,0
0,1,27,10,80.578918457,80.578918457,0,926.65737915,-443.183929444,0
0,0,28,9,80.578918461,80.578918457,0,1007.23629761,-523.7628479,0
0,1,27,10,80.578918457,80.578918457,0,926.65737915,-443.183929444,0
0,1,27,9,80.578918457,80.578918457,0,926.65737915,-523.7628479,0
0,1,27,8,80.578918457,80.578918457,0,926.65737915,-604.341766357,0
0,1,28,8,80.578918461,80.578918457,0,1007.23629761,-604.341766357,0
0,1,29,8,80.57885742,80.578918457,0,1087.81518555,-604.341766357,0
0,1,29,9,80.57885742,80.578918457,0,1087.81518555,-523.7628479,0
0,1,29,10,80.57885742,80.578918457,0,1087.81518555,-443.183929444,0
0,1,28,10,80.578918461,80.578918457,0,1007.23629761,-443.183929444,0
0,0,29,9,80.57885742,80.578918457,0,1087.81518555,-523.7628479,0
0,1,28,10,80.578918461,80.578918457,0,1007.23629761,-443.183929444,0
0,1,28,9,80.578918461,80.578918457,0,1007.23629761,-523.7628479,0
0,1,28,8,80.578918461,80.578918457,0,1007.23629761,-604.341766357,0
0,1,29,8,80.57885742,80.578918457,0,1087.81518555,-604.341766357,0
0,1,30,8,80.57897949,80.578918457,0,1168.394104,-604.341766357,0
0,1,30,9,80.57897949,80.578918457,0,1168.394104,-523.7628479,0
0,1,30,10,80.57897949,80.578918457,0,1168.394104,-443.183929444,0
0,1,29,10,80.57885742,80.578918457,0,1087.81518555,-443.183929444,0
0,0,30,9,80.57897949,80.578918457,0,1168.394104,-523.7628479,0
0,1,29,10,80.57885742,80.578918457,0,1087.81518555,-443.183929444,0
0,1,29,9,80.57885742,80.578918457,0,1087.81518555,-523.7628479,0
0,1,29,8,80.57885742,80.578918457,0,1087.81518555,-604.341766357,0
0,1,30,8,80.57897949,80.578918457,0,1168.394104,-604.341766357,0
0,1,31,8,80.57885742,80.578918457,0,1248.97302246,-604.341766357,0
0,1,31,9,80.57885742,80.57888794,0,1248.97302246,-523.762863159,0
0,1,31,10,80.57885742,80.578918457,0,1248.97302246,-443.18395996,0
0,1,30,10,80.57897949,80.578918457,0,1168.394104,-443.183929444,0
0,0,31,9,80.57885742,80.57888794,0,1248.97302246,-523.762863159,0
0,1,30,10,80.57897949,80.578918457,0,1168.394104,-443.183929444,0
0,1,30,9,80.57897949,80.578918457,0,1168.394104,-523.7628479,0
0,1,30,8,80.57897949,80.578918457,0,1168.394104,-604.341766357,0
0,1,31,8,80.57885742,80.578918457,0,1248.97302246,-604.341766357,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,31,10,80.57885742,80.578918457,0,1248.97302246,-443.18395996,0
0,0,0,10,80.57885742,80.578887939,0,-1248.97314453,-443.183700561,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,9,80.57885742,80.578918457,0,-1248.97314453,-523.762603759,0
0,1,1,9,80.57897949,80.578918457,0,-1168.39422607,-523.762603759,0
0,1,1,10,80.57897949,80.578887939,0,-1168.39422607,-443.183700561,0
0,1,1,11,80.57897949,80.578918457,0,-1168.394104,-362.604797363,0
0,1,0,11,80.57885742,80.578918457,0,-1248.97302246,-362.604797363,0
0,0,1,10,80.57897949,80.578887939,0,-1168.39422607,-443.183700561,0
0,1,0,11,80.57885742,80.578918457,0,-1248.97302246,-362.604797363,0
0,1,0,10,80.57885742,80.578887939,0,-1248.97314453,-443.183700561,0
0,1,0,9,80.57885742,80.578918457,0,-1248.97314453,-523.762603759,0
0,1,1,9,80.57897949,80.578918457,0,-1168.39422607,-523.762603759,0
0,1,2,9,80.57885742,80.578918457,0,-1087.81530762,-523.762603759,0
0,1,2,10,80.57885742,80.578887939,0,-1087.81530762,-443.183700561,0
0,1,2,11,80.57885742,80.578918457,0,-1087.81518555,-362.604797363,0
0,1,1,11,80.57897949,80.578918457,0,-1168.394104,-362.604797363,0
0,0,2,10,80.57885742,80.578887939,0,-1087.81530762,-443.183700561,0
0,1,1,11,80.57897949,80.578918457,0,-1168.394104,-362.604797363,0
0,1,1,10,80.57897949,80.578887939,0,-1168.39422607,-443.183700561,0
0,1,1,9,80.57897949,80.578918457,0,-1168.39422607,-523.762603759,0
0,1,2,9,80.57885742,80.578918457,0,-1087.81530762,-523.762603759,0
0,1,3,9,80.578979496,80.578918457,0,-1007.23638916,-523.762664794,0
0,1,3,10,80.578979496,80.578918457,0,-1007.23638916,-443.183746338,0
0,1,3,11,80.578918461,80.578918457,0,-1007.23629761,-362.604827881,0
0,1,2,11,80.57885742,80.578918457,0,-1087.81518555,-362.604797363,0
0,0,3,10,80.578979496,80.578918457,0,-1007.23638916,-443.183746338,0
0,1,2,11,80.57885742,80.578918457,0,-1087.81518555,-362.604797363,0
0,1,2,10,80.57885742,80.578887939,0,-1087.81530762,-443.183700561,0
0,1,2,9,80.57885742,80.578918457,0,-1087.81530762,-523.762603759,0
0,1,3,9,80.578979496,80.578918457,0,-1007.23638916,-523.762664794,0
0,1,4,9,80.578857422,80.578887939,0,-926.657470703,-523.762680053,0
0,1,4,10,80.578857422,80.578918457,0,-926.657470703,-443.183776855,0
0,1,4,11,80.578918457,80.578948975,0,-926.65737915,-362.604843139,0
0,1,3,11,80.578918461,80.578918457,0,-1007.23629761,-362.604827881,0
0,0,4,10,80.578857422,80.578918457,0,-926.657470703,-443.183776855,0
0,1,3,11,80.578918461,80.578918457,0,-1007.23629761,-362.604827881,0
0,1,3,10,80.578979496,80.578918457,0,-1007.23638916,-443.183746338,0
0,1,3,9,80.578979496,80.578918457,0,-1007.23638916,-523.762664794,0
0,1,4,9,80.578857422,80.578887939,0,-926.657470703,-523.762680053,0
0,1,5,9,80.578918457,80.578887939,0,-846.078582763,-523.762680053,0
0,1,5,10,80.578918457,80.578918457,0,-846.078582763,-443.183776855,0
0,1,5,11,80.578918457,80.578948975,0,-846.078460693,-362.604843139,0
0,1,4,11,80.578918457,80.578948975,0,-926.65737915,-362.604843139,0
0,0,5,10,80.578918457,80.578918457,0,-846.078582763,-443.183776855,0
0,1,4,11,80.578918457,80.578948975,0,-926.65737915,-362.604843139,0
0,1,4,10,80.578857422,80.578918457,0,-926.657470703,-443.183776855,0
0,1,4,9,80.578857422,80.578887939,0,-926.657470703,-523.762680053,0
0,1,5,9,80.578918457,80.578887939,0,-846.078582763,-523.762680053,0
0,1,6,9,80.578918457,80.578887939,0,-765.499664307,-523.762680053,0
0,1,6,10,80.578918457,80.578918457,0,-765.499664307,-443.183776855,0
0,1,6,11,80.578857422,80.578948975,0,-765.499572754,-362.604843139,0
0,1,5,11,80.578918457,80.578948975,0,-846.078460693,-362.604843139,0
0,0,6,10,80.578918457,80.578918457,0,-765.499664307,-443.183776855,0
0,1,5,11,80.578918457,80.578948975,0,-846.078460693,-362.604843139,0
0,1,5,10,80.578918457,80.578918457,0,-846.078582763,-443.183776855,0
0,1,5,9,80.578918457,80.578887939,0,-846.078582763,-523.762680053,0
0,1,6,9,80.578918457,80.578887939,0,-765.499664307,-523.762680053,0
0,1,7,9,80.578918457,80.578887939,0,-684.92074585,-523.762680053,0
0,1,7,10,80.578918457,80.578918457,0,-684.92074585,-443.183776855,0
0,1,7,11,80.578918457,80.578918457,0,-684.920684814,-362.604858398,0
0,1,6,11,80.578857422,80.578948975,0,-765.499572754,-362.604843139,0
0,0,7,10,80.578918457,80.578918457,0,-684.92074585,-443.183776855,0
0,1,6,11,80.578857422,80.578948975,0,-765.499572754,-362.604843139,0
0,1,6,10,80.578918457,80.578918457,0,-765.499664307,-443.183776855,0
0,1,6,9,80.578918457,80.578887939,0,-765.499664307,-523.762680053,0
0,1,7,9,80.578918457,80.578887939,0,-684.92074585,-523.762680053,0
0,1,8,9,80.578918457,80.578887939,0,-604.341827392,-523.762680053,0
0,1,8,10,80.578918457,80.578918457,0,-604.341827392,-443.183776855,0
0,1,8,11,80.578918457,80.578918457,0,-604.341766357,-362.604858398,0
0,1,7,11,80.578918457,80.578918457,0,-684.920684814,-362.604858398,0
0,0,8,10,80.578918457,80.578918457,0,-604.341827392,-443.183776855,0
0,1,7,11,80.578918457,80.578918457,0,-684.920684814,-362.604858398,0
0,1,7,10,80.578918457,80.578918457,0,-684.92074585,-443.183776855,0
0,1,7,9,80.578918457,80.578887939,0,-684.92074585,-523.762680053,0
0,1,8,9,80.578918457,80.578887939,0,-604.341827392,-523.762680053,0
0,1,9,9,80.578918457,80.578887939,0,-523.762908935,-523.762680053,0
0,1,9,10,80.578918457,80.578918457,0,-523.762908935,-443.183776855,0
0,1,9,11,80.57888794,80.578918457,0,-523.762863159,-362.604858398,0
0,1,8,11,80.578918457,80.578918457,0,-604.341766357,-362.604858398,0
0,0,9,10,80.578918457,80.578918457,0,-523.762908935,-443.183776855,0
0,1,8,11,80.578918457,80.578918457,0,-604.341766357,-362.604858398,0
0,1,8,10,80.578918457,80.578918457,0,-604.341827392,-443.183776855,0
0,1,8,9,80.578918457,80.578887939,0,-604.341827392,-523.762680053,0
0,1,9,9,80.578918457,80.578887939,0,-523.762908935,-523.762680053,0
0,1,10,9,80.578887939,80.578887939,0,-443.184005737,-523.762680053,0
0,1,10,10,80.578887939,80.578918457,0,-443.184005737,-443.183776855,0
0,1,10,11,80.578918457,80.578887939,0,-443.18395996,-362.604873657,0
0,1,9,11,80.57888794,80.578918457,0,-523.762863159,-362.604858398,0
0,0,10,10,80.578887939,80.578918457,0,-443.184005737,-443.183776855,0
0,1,9,11,80.57888794,80.578918457,0,-523.762863159,-362.604858398,0
0,1,9,10,80.578918457,80.578918457,0,-523.762908935,-443.183776855,0
0,1,9,9,80.578918457,80.578887939,0,-523.762908935,-523.762680053,0
0,1,10,9,80.578887939,80.578887939,0,-443.184005737,-523.762680053,0
0,1,11,9,80.578918457,80.578918457,0,-362.605102539,-523.76272583,0
0,1,11,10,80.578918457,80.578918457,0,-362.605102539,-443.183807373,0
0,1,11,11,80.578887939,80.57888794,0,-362.605056763,-362.604904175,0
0,1,10,11,80.578918457,80.578887939,0,-443.18395996,-362.604873657,0
0,0,11,10,80.578918457,80.578918457,0,-362.605102539,-443.183807373,0
0,1,10,11,80.578918457,80.578887939,0,-443.18395996,-362.604873657,0
0,1,10,10,80.578887939,80.578918457,0,-443.184005737,-443.183776855,0
0,1,10,9,80.578887939,80.578887939,0,-443.184005737,-523.762680053,0
0,1,11,9,80.578918457,80.578918457,0,-362.605102539,-523.76272583,0
0,1,12,9,80.578918457,80.578948975,0,-282.026184082,-523.762771606,0
0,1,12,10,80.578918457,80.578887939,0,-282.026184082,-443.18385315,0
0,1,12,11,80.578903198,80.578948975,0,-282.026161194,-362.604934693,0
0,1,11,11,80.578887939,80.57888794,0,-362.605056763,-362.604904175,0
0,0,12,10,80.578918457,80.578887939,0,-282.026184082,-443.18385315,0
0,1,11,11,80.578887939,80.57888794,0,-362.605056763,-362.604904175,0
0,1,11,10,80.578918457,80.578918457,0,-362.605102539,-443.183807373,0
0,1,11,9,80.578918457,80.578918457,0,-362.605102539,-523.76272583,0
0,1,12,9,80.578918457,80.578948975,0,-282.026184082,-523.762771606,0
0,1,13,9,80.578903199,80.578948975,0,-201.447273255,-523.762771606,0
0,1,13,10,80.578903199,80.578887939,0,-201.447273255,-443.18385315,0
0,1,13,11,80.578903199,80.578948975,0,-201.447257996,-362.604934693,0
0,1,12,11,80.578903198,80.578948975,0,-282.026161194,-362.604934693,0
0,0,13,10,80.578903199,80.578887939,0,-201.447273255,-443.18385315,0
0,1,12,11,80.578903198,80.578948975,0,-282.026161194,-362.604934693,0
0,1,12,10,80.578918457,80.578887939,0,-282.026184082,-443.18385315,0
0,1,12,9,80.578918457,80.578948975,0,-282.026184082,-523.762771606,0
0,1,13,9,80.578903199,80.578948975,0,-201.447273255,-523.762771606,0
0,1,14,9,80.578903198,80.578948975,0,-120.868370056,-523.762771606,0
0,1,14,10,80.5789108274,80.578887939,0,-120.868366241,-443.18385315,0
0,1,14,11,80.5789031978,80.578918457,0,-120.868354797,-362.604949952,0
0,1,13,11,80.578903199,80.578948975,0,-201.447257996,-362.604934693,0
0,0,14,10,80.5789108274,80.578887939,0,-120.868366241,-443.18385315,0
0,1,13,11,80.578903199,80.578948975,0,-201.447257996,-362.604934693,0
0,1,13,10,80.578903199,80.578887939,0,-201.447273255,-443.18385315,0
0,1,13,9,80.578903199,80.578948975,0,-201.447273255,-523.762771606,0
0,1,14,9,80.578903198,80.578948975,0,-120.868370056,-523.762771606,0
0,1,15,9,80.5789182603,80.578948975,0,-40.2894593269,-523.762771606,0
0,1,15,10,80.5789106687,80.578887939,0,-40.2894554932,-443.18385315,0
0,1,15,11,80.5789031982,80.578918457,0,-40.2894515991,-362.604949952,0
0,1,14,11,80.5789031978,80.578918457,0,-120.868354797,-362.604949952,0
0,0,15,10,80.5789106687,80.578887939,0,-40.2894554932,-443.18385315,0
0,1,14,11,80.5789031978,80.578918457,0,-120.868354797,-362.604949952,0
0,1,14,10,80.5789108274,80.578887939,0,-120.868366241,-443.18385315,0
0,1,14,9,80.578903198,80.578948975,0,-120.868370056,-523.762771606,0
0,1,15,9,80.5789182603,80.578948975,0,-40.2894593269,-523.762771606,0
0,1,16,9,80.5788881362,80.578948975,0,40.2894438714,-523.762771606,0
0,1,16,10,80.5788957277,80.578887939,0,40.289447705,-443.18385315,0
0,1,16,11,80.5789031982,80.578918457,0,40.2894515991,-362.604949952,0
0,1,15,11,80.5789031982,80.578918457,0,-40.2894515991,-362.604949952,0
0,0,16,10,80.5788957277,80.578887939,0,40.289447705,-443.18385315,0
0,1,15,11,80.5789031982,80.578918457,0,-40.2894515991,-362.604949952,0
0,1,15,10,80.5789106687,80.578887939,0,-40.2894554932,-443.18385315,0
0,1,15,9,80.5789182603,80.578948975,0,-40.2894593269,-523.762771606,0
0,1,16,9,80.5788881362,80.578948975,0,40.2894438714,-523.762771606,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,17,11,80.5789031978,80.57888794,0,120.868354797,-362.60496521,0
0,1,16,11,80.5789031982,80.578918457,0,40.2894515991,-362.604949952,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,26,10,80.578918457,80.578918457,0,846.078460693,-443.183929444,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,26,9,80.578918457,80.578918457,0,846.078460693,-523.7628479,0
0,1,27,9,80.578918457,80.578918457,0,926.65737915,-523.7628479,0
0,1,27,10,80.578918457,80.578918457,0,926.65737915,-443.183929444,0
0,1,27,11,80.578918457,80.578857422,0,926.65737915,-362.605041504,0
0,1,26,11,80.578918457,80.578857422,0,846.078460693,-362.605041504,0
0,0,27,10,80.578918457,80.578918457,0,926.65737915,-443.183929444,0
0,1,26,11,80.578918457,80.578857422,0,846.078460693,-362.605041504,0
0,1,26,10,80.578918457,80.578918457,0,846.078460693,-443.183929444,0
0,1,26,9,80.578918457,80.578918457,0,846.078460693,-523.7628479,0
0,1,27,9,80.578918457,80.578918457,0,926.65737915,-523.7628479,0
0,1,28,9,80.578918461,80.578918457,0,1007.23629761,-523.7628479,0
0,1,28,10,80.578918461,80.578918457,0,1007.23629761,-443.183929444,0
0,1,28,11,80.578918461,80.578857422,0,1007.23629761,-362.605041504,0
0,1,27,11,80.578918457,80.578857422,0,926.65737915,-362.605041504,0
0,0,28,10,80.578918461,80.578918457,0,1007.23629761,-443.183929444,0
0,1,27,11,80.578918457,80.578857422,0,926.65737915,-362.605041504,0
0,1,27,10,80.578918457,80.578918457,0,926.65737915,-443.183929444,0
0,1,27,9,80.578918457,80.578918457,0,926.65737915,-523.7628479,0
0,1,28,9,80.578918461,80.578918457,0,1007.23629761,-523.7628479,0
0,1,29,9,80.57885742,80.578918457,0,1087.81518555,-523.7628479,0
0,1,29,10,80.57885742,80.578918457,0,1087.81518555,-443.183929444,0
0,1,29,11,80.57885742,80.578857422,0,1087.81518555,-362.605041504,0
0,1,28,11,80.578918461,80.578857422,0,1007.23629761,-362.605041504,0
0,0,29,10,80.57885742,80.578918457,0,1087.81518555,-443.183929444,0
0,1,28,11,80.578918461,80.578857422,0,1007.23629761,-362.605041504,0
0,1,28,10,80.578918461,80.578918457,0,1007.23629761,-443.183929444,0
0,1,28,9,80.578918461,80.578918457,0,1007.23629761,-523.7628479,0
0,1,29,9,80.57885742,80.578918457,0,1087.81518555,-523.7628479,0
0,1,30,9,80.57897949,80.578918457,0,1168.394104,-523.7628479,0
0,1,30,10,80.57897949,80.578918457,0,1168.394104,-443.183929444,0
0,1,30,11,80.57897949,80.578857422,0,1168.394104,-362.605041504,0
0,1,29,11,80.57885742,80.578857422,0,1087.81518555,-362.605041504,0
0,0,30,10,80.57897949,80.578918457,0,1168.394104,-443.183929444,0
0,1,29,11,80.57885742,80.578857422,0,1087.81518555,-362.605041504,0
0,1,29,10,80.57885742,80.578918457,0,1087.81518555,-443.183929444,0
0,1,29,9,80.57885742,80.578918457,0,1087.81518555,-523.7628479,0
0,1,30,9,80.57897949,80.578918457,0,1168.394104,-523.7628479,0
0,1,31,9,80.57885742,80.57888794,0,1248.97302246,-523.762863159,0
0,1,31,10,80.57885742,80.578918457,0,1248.97302246,-443.18395996,0
0,1,31,11,80.57885742,80.578887939,0,1248.97302246,-362.605056763,0
0,1,30,11,80.57897949,80.578857422,0,1168.394104,-362.605041504,0
0,0,31,10,80.57885742,80.578918457,0,1248.97302246,-443.18395996,0
0,1,30,11,80.57897949,80.578857422,0,1168.394104,-362.605041504,0
0,1,30,10,80.57897949,80.578918457,0,1168.394104,-443.183929444,0
0,1,30,9,80.57897949,80.578918457,0,1168.394104,-523.7628479,0
0,1,31,9,80.57885742,80.57888794,0,1248.97302246,-523.762863159,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,31,11,80.57885742,80.578887939,0,1248.97302246,-362.605056763,0
0,0,0,11,80.57885742,80.578918457,0,-1248.97302246,-362.604797363,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,10,80.57885742,80.578887939,0,-1248.97314453,-443.183700561,0
0,1,1,10,80.57897949,80.578887939,0,-1168.39422607,-443.183700561,0
0,1,1,11,80.57897949,80.578918457,0,-1168.394104,-362.604797363,0
0,1,1,12,80.57885742,80.578918457,0,-1168.39404297,-282.025878907,0
0,1,0,12,80.57897949,80.578918457,0,-1248.97296143,-282.025878907,0
0,0,1,11,80.57897949,80.578918457,0,-1168.394104,-362.604797363,0
0,1,0,12,80.57897949,80.578918457,0,-1248.97296143,-282.025878907,0
0,1,0,11,80.57885742,80.578918457,0,-1248.97302246,-362.604797363,0
0,1,0,10,80.57885742,80.578887939,0,-1248.97314453,-443.183700561,0
0,1,1,10,80.57897949,80.578887939,0,-1168.39422607,-443.183700561,0
0,1,2,10,80.57885742,80.578887939,0,-1087.81530762,-443.183700561,0
0,1,2,11,80.57885742,80.578918457,0,-1087.81518555,-362.604797363,0
0,1,2,12,80.57897949,80.578918457,0,-1087.81512452,-282.025878907,0
0,1,1,12,80.57885742,80.578918457,0,-1168.39404297,-282.025878907,0
0,0,2,11,80.57885742,80.578918457,0,-1087.81518555,-362.604797363,0
0,1,1,12,80.57885742,80.578918457,0,-1168.39404297,-282.025878907,0
0,1,1,11,80.57897949,80.578918457,0,-1168.394104,-362.604797363,0
0,1,1,10,80.57897949,80.578887939,0,-1168.39422607,-443.183700561,0
0,1,2,10,80.57885742,80.578887939,0,-1087.81530762,-443.183700561,0
0,1,3,10,80.578979496,80.578918457,0,-1007.23638916,-443.183746338,0
0,1,3,11,80.578918461,80.578918457,0,-1007.23629761,-362.604827881,0
0,1,3,12,80.578857426,80.578918457,0,-1007.23620606,-282.025909423,0
0,1,2,12,80.57897949,80.578918457,0,-1087.81512452,-282.025878907,0
0,0,3,11,80.578918461,80.578918457,0,-1007.23629761,-362.604827881,0
0,1,2,12,80.57897949,80.578918457,0,-1087.81512452,-282.025878907,0
0,1,2,11,80.57885742,80.578918457,0,-1087.81518555,-362.604797363,0
0,1,2,10,80.57885742,80.578887939,0,-1087.81530762,-443.183700561,0
0,1,3,10,80.578979496,80.578918457,0,-1007.23638916,-443.183746338,0
0,1,4,10,80.578857422,80.578918457,0,-926.657470703,-443.183776855,0
0,1,4,11,80.578918457,80.578948975,0,-926.65737915,-362.604843139,0
0,1,4,12,80.578918457,80.578903198,0,-926.657318115,-282.025917053,0
0,1,3,12,80.578857426,80.578918457,0,-1007.23620606,-282.025909423,0
0,0,4,11,80.578918457,80.578948975,0,-926.65737915,-362.604843139,0
0,1,3,12,80.578857426,80.578918457,0,-1007.23620606,-282.025909423,0
0,1,3,11,80.578918461,80.578918457,0,-1007.23629761,-362.604827881,0
0,1,3,10,80.578979496,80.578918457,0,-1007.23638916,-443.183746338,0
0,1,4,10,80.578857422,80.578918457,0,-926.657470703,-443.183776855,0
0,1,5,10,80.578918457,80.578918457,0,-846.078582763,-443.183776855,0
0,1,5,11,80.578918457,80.578948975,0,-846.078460693,-362.604843139,0
0,1,5,12,80.578918457,80.578903198,0,-846.078399658,-282.025917053,0
0,1,4,12,80.578918457,80.578903198,0,-926.657318115,-282.025917053,0
0,0,5,11,80.578918457,80.578948975,0,-846.078460693,-362.604843139,0
0,1,4,12,80.578918457,80.578903198,0,-926.657318115,-282.025917053,0
